id,timestamp,temperature,humidity,pressure,altitude,dew_point,air_quality,dust_density,pm25
57,2025-03-08 16:37:10,27.95,39.77,1007.1,51.31,12.99,0.94,14.16,47561.0
58,2025-03-08 16:37:15,27.95,39.78,1007.11,51.24,13.0,0.94,16.34,54910.4
59,2025-03-08 16:37:20,27.95,39.77,1007.09,51.43,12.99,0.95,26.1,87692.8
60,2025-03-08 16:37:25,27.94,39.56,1007.11,51.21,12.9,0.95,17.35,58295.0
61,2025-03-08 16:37:30,27.95,40.11,1007.1,51.34,13.12,0.96,15.16,50945.6
62,2025-03-08 16:37:35,27.96,40.16,1007.13,51.07,13.15,0.95,15.1,50752.2
63,2025-03-08 16:37:40,27.97,39.82,1007.12,51.2,13.03,0.95,14.79,49688.4
64,2025-03-08 16:37:45,27.96,39.52,1007.1,51.29,12.9,0.93,14.67,49301.6
65,2025-03-08 16:37:51,27.96,41.59,1007.1,51.29,13.69,0.94,16.6,55780.8
66,2025-03-08 16:37:55,28.0,42.45,1007.12,51.17,14.04,0.95,16.49,55393.9
67,2025-03-08 16:38:00,28.03,40.77,1007.08,51.47,13.44,0.95,17.93,60229.1
68,2025-03-08 16:38:05,28.05,40.2,1007.12,51.16,13.25,0.95,15.02,50462.1
69,2025-03-08 16:38:10,28.03,39.48,1007.1,51.34,12.95,0.93,17.87,60035.7
70,2025-03-08 16:38:16,28.06,39.49,1007.11,51.26,12.98,0.93,16.77,56361.0
71,2025-03-08 16:38:21,28.05,39.41,1007.11,51.21,12.94,0.94,15.74,52879.6
72,2025-03-08 16:38:26,28.08,40.54,1007.09,51.44,13.4,0.92,18.18,61099.4
73,2025-03-08 16:38:31,28.1,39.83,1007.1,51.31,13.15,0.94,20.75,69706.0
74,2025-03-08 16:38:36,28.12,40.16,1007.14,51.0,13.29,0.95,15.45,51912.6
75,2025-03-08 16:38:41,28.11,39.35,1007.12,51.18,12.97,0.94,14.04,47174.1
76,2025-03-08 16:38:46,28.11,39.26,1007.09,51.43,12.93,0.93,15.91,53459.9
77,2025-03-08 16:38:51,28.12,39.8,1007.09,51.43,13.15,0.93,13.67,45917.0
78,2025-03-08 16:38:56,28.11,39.46,1007.09,51.38,13.01,0.93,17.0,57134.6
79,2025-03-08 16:39:01,28.06,38.98,1007.09,51.45,12.78,0.93,14.24,47851.1
80,2025-03-08 16:39:06,28.06,39.05,1007.08,51.5,12.81,0.92,17.93,60229.1
81,2025-03-08 16:39:11,28.04,38.81,1007.09,51.39,12.7,0.93,16.08,54040.1
82,2025-03-08 16:39:17,28.02,39.15,1007.07,51.54,12.81,0.92,17.75,59648.9
83,2025-03-08 16:39:21,28.04,40.35,1007.1,51.35,13.3,0.91,16.2,54426.9
84,2025-03-08 16:39:26,28.05,40.5,1007.09,51.42,13.36,0.92,14.07,47270.9
85,2025-03-08 16:39:31,28.07,40.51,1007.13,51.08,13.38,0.95,15.16,50945.6
86,2025-03-08 16:39:36,28.08,40.53,1007.09,51.42,13.4,0.93,14.64,49204.9
87,2025-03-08 16:39:42,28.11,39.17,1007.08,51.46,12.9,0.93,16.37,55007.1
88,2025-03-08 16:39:47,28.13,39.04,1007.12,51.14,12.87,0.92,13.21,44369.8
89,2025-03-08 16:39:52,28.14,39.81,1007.07,51.55,13.18,0.93,14.82,49785.1
90,2025-03-08 16:39:57,28.15,39.54,1007.1,51.34,13.08,0.92,16.54,55587.3
91,2025-03-08 16:40:02,28.17,39.36,1007.14,50.98,13.03,0.92,14.53,48818.1
92,2025-03-08 16:40:07,28.14,38.61,1007.11,51.25,12.71,0.91,18.96,63710.4
93,2025-03-08 16:40:12,28.1,38.64,1007.06,51.63,12.68,0.92,14.33,48141.2
94,2025-03-08 16:40:17,28.08,38.63,1007.12,51.17,12.66,0.91,14.7,49398.3
95,2025-03-08 16:40:22,28.07,38.68,1007.07,51.59,12.67,0.91,19.19,64484.1
96,2025-03-08 16:40:27,28.05,39.01,1007.1,51.33,12.78,0.91,13.67,45917.0
97,2025-03-08 16:40:32,28.04,38.75,1007.1,51.35,12.68,0.92,14.82,49785.1
98,2025-03-08 16:40:37,28.05,38.73,1007.07,51.56,12.68,0.91,16.08,54040.1
99,2025-03-08 16:40:42,28.05,38.77,1007.07,51.58,12.69,0.91,12.46,41855.5
100,2025-03-08 16:40:47,28.05,39.62,1007.07,51.59,13.02,0.91,12.14,40791.7
101,2025-03-08 16:40:52,28.06,39.12,1007.08,51.47,12.84,0.91,15.39,51719.2
102,2025-03-08 16:40:57,28.08,39.02,1007.09,51.38,12.82,0.91,16.46,55297.2
103,2025-03-08 16:41:02,28.1,40.14,1007.07,51.61,13.27,0.91,15.74,52879.6
104,2025-03-08 16:41:08,28.11,38.94,1007.09,51.41,12.81,0.91,14.79,49688.4
105,2025-03-08 16:41:12,28.13,39.33,1007.08,51.46,12.98,0.91,14.76,49591.7
106,2025-03-08 16:41:18,28.13,38.99,1007.07,51.6,12.85,0.9,16.14,54233.5
107,2025-03-08 16:41:23,28.14,38.8,1007.11,51.25,12.78,0.9,14.53,48818.1
108,2025-03-08 16:41:28,28.13,38.67,1007.1,51.3,12.72,0.89,16.03,53846.7
109,2025-03-08 16:41:33,28.12,38.65,1007.08,51.5,12.71,0.9,15.51,52106.0
110,2025-03-08 16:41:38,28.1,38.38,1007.08,51.53,12.58,0.9,16.31,54813.7
111,2025-03-08 16:41:43,28.11,38.44,1007.09,51.42,12.61,0.9,18.39,61776.4
112,2025-03-08 16:41:48,28.1,38.37,1007.08,51.51,12.58,0.9,17.72,59552.2
113,2025-03-08 16:41:53,28.1,38.44,1007.06,51.69,12.6,0.89,13.81,46400.5
114,2025-03-08 16:41:58,28.09,38.54,1007.08,51.47,12.63,0.9,14.76,49591.7
115,2025-03-08 16:42:03,28.09,38.41,1007.1,51.36,12.58,0.89,16.63,55877.4
116,2025-03-08 16:42:08,28.08,38.47,1007.11,51.22,12.6,0.89,16.89,56747.8
117,2025-03-08 16:42:13,28.06,38.3,1007.07,51.57,12.51,0.9,13.29,44659.9
118,2025-03-08 16:42:18,28.05,38.37,1007.09,51.4,12.53,0.89,15.45,51912.6
119,2025-03-08 16:42:23,28.06,38.35,1007.11,51.27,12.53,0.9,14.07,47270.9
120,2025-03-08 16:42:28,28.05,38.41,1007.12,51.16,12.55,0.89,18.99,63807.1
121,2025-03-08 16:42:33,28.04,38.48,1007.09,51.39,12.57,0.89,16.31,54813.7
122,2025-03-08 16:42:38,28.05,38.89,1007.1,51.34,12.74,0.9,16.0,53750.0
123,2025-03-08 16:42:44,28.06,38.76,1007.07,51.55,12.69,0.89,15.65,52589.5
124,2025-03-08 16:42:49,28.08,38.5,1007.1,51.34,12.61,0.89,13.95,46884.1
125,2025-03-08 16:42:54,28.09,38.8,1007.1,51.35,12.74,0.92,14.73,49495.0
126,2025-03-08 16:42:59,28.09,38.6,1007.1,51.35,12.66,0.91,11.91,40018.1
127,2025-03-08 16:43:04,28.09,38.49,1007.12,51.17,12.62,0.91,15.05,50558.8
128,2025-03-08 16:43:09,28.08,38.48,1007.1,51.29,12.6,0.9,16.46,55297.2
129,2025-03-08 16:43:14,28.08,38.9,1007.12,51.13,12.77,0.89,17.58,59068.7
130,2025-03-08 16:43:19,28.09,38.47,1007.11,51.22,12.61,0.89,15.16,50945.6
131,2025-03-08 16:43:24,28.09,38.34,1007.09,51.41,12.56,0.9,15.85,53266.5
132,2025-03-08 16:43:29,28.09,38.28,1007.09,51.44,12.53,0.9,14.01,47077.4
133,2025-03-08 16:43:34,28.08,38.28,1007.11,51.23,12.52,0.89,14.07,47270.9
134,2025-03-08 16:43:39,28.07,39.0,1007.11,51.24,12.8,0.89,13.09,43982.9
135,2025-03-08 16:43:44,28.08,39.05,1007.08,51.54,12.83,0.89,20.06,67385.1
136,2025-03-08 16:43:49,28.09,39.63,1007.1,51.32,13.06,0.89,15.48,52009.3
137,2025-03-08 16:43:54,28.09,39.2,1007.1,51.34,12.89,0.89,15.91,53459.9
138,2025-03-08 16:43:59,28.09,39.1,1007.09,51.38,12.86,0.89,13.21,44369.8
139,2025-03-08 16:44:05,28.12,39.38,1007.13,51.08,12.99,0.89,15.91,53459.9
140,2025-03-08 16:44:10,28.13,39.42,1007.1,51.31,13.02,0.89,14.93,50172.0
141,2025-03-08 16:44:14,28.14,38.62,1007.1,51.31,12.71,0.89,16.28,54717.0
142,2025-03-08 16:44:20,28.14,38.43,1007.13,51.07,12.64,0.89,17.58,59068.7
143,2025-03-08 16:44:25,28.13,38.37,1007.09,51.37,12.6,0.86,17.52,58875.2
144,2025-03-08 16:44:30,28.12,38.45,1007.09,51.45,12.63,0.87,17.29,58101.6
145,2025-03-08 16:44:35,28.07,38.27,1007.13,51.11,12.51,0.87,17.93,60229.1
146,2025-03-08 16:44:40,28.05,38.2,1007.13,51.05,12.47,0.88,14.47,48624.7
147,2025-03-08 16:44:45,28.02,38.28,1007.09,51.45,12.47,0.87,15.13,50848.9
148,2025-03-08 16:44:50,28.0,38.64,1007.08,51.49,12.6,0.88,18.33,61582.9
149,2025-03-08 16:44:55,28.0,39.43,1007.11,51.21,12.91,0.91,14.59,49011.5
150,2025-03-08 16:45:00,28.01,38.85,1007.08,51.51,12.69,0.9,15.85,53266.5
151,2025-03-08 16:45:05,28.0,38.68,1007.12,51.16,12.61,0.89,13.98,46980.8
152,2025-03-08 16:45:10,28.01,38.42,1007.1,51.33,12.52,0.88,15.05,50558.8
153,2025-03-08 16:45:15,27.99,38.28,1007.08,51.47,12.44,0.89,17.49,58778.6
154,2025-03-08 16:45:20,27.99,38.29,1007.11,51.2,12.45,0.89,15.13,50848.9
155,2025-03-08 16:45:26,27.99,38.36,1007.13,51.06,12.48,0.89,15.88,53363.2
156,2025-03-08 16:45:31,27.99,38.44,1007.09,51.4,12.51,0.89,15.65,52589.5
157,2025-03-08 16:45:36,27.98,38.43,1007.09,51.44,12.49,0.89,14.24,47851.1
158,2025-03-08 16:45:41,27.97,38.86,1007.05,51.76,12.65,0.88,13.72,46110.4
159,2025-03-08 16:45:46,27.96,38.58,1007.09,51.4,12.54,0.88,15.1,50752.2
160,2025-03-08 16:45:51,27.97,38.56,1007.09,51.43,12.54,0.88,11.42,38374.1
161,2025-03-08 16:45:56,27.97,38.66,1007.08,51.49,12.58,0.88,19.59,65837.9
162,2025-03-08 16:46:01,27.98,39.2,1007.11,51.21,12.8,0.88,17.81,59842.3
163,2025-03-08 16:46:06,27.99,39.82,1007.1,51.3,13.05,0.89,15.08,50655.5
164,2025-03-08 16:46:11,28.0,39.28,1007.08,51.46,12.85,0.89,13.95,46884.1
165,2025-03-08 16:46:16,28.01,39.44,1007.12,51.13,12.92,0.89,14.36,48237.9
166,2025-03-08 16:46:21,28.01,39.09,1007.13,51.1,12.78,0.88,14.79,49688.4
167,2025-03-08 16:46:26,28.04,38.6,1007.09,51.4,12.61,0.88,14.76,49591.7
168,2025-03-08 16:46:31,28.07,38.57,1007.08,51.53,12.63,0.88,14.47,48624.7
169,2025-03-08 16:46:36,28.08,38.59,1007.09,51.42,12.65,0.87,15.28,51332.4
170,2025-03-08 16:46:41,28.08,39.11,1007.1,51.32,12.85,0.88,14.82,49785.1
171,2025-03-08 16:46:46,28.09,38.93,1007.09,51.4,12.79,0.88,15.25,51235.7
172,2025-03-08 16:46:51,28.09,38.57,1007.1,51.34,12.65,0.87,17.35,58295.0
173,2025-03-08 16:46:57,28.08,38.5,1007.08,51.51,12.61,0.87,17.7,59455.5
174,2025-03-08 16:47:02,28.06,38.42,1007.1,51.29,12.56,0.88,15.16,50945.6
175,2025-03-08 16:47:07,28.07,38.45,1007.08,51.48,12.58,0.88,17.64,59262.1
176,2025-03-08 16:47:12,28.07,38.49,1007.08,51.49,12.6,0.88,20.29,68158.8
177,2025-03-08 16:47:17,28.04,38.58,1007.06,51.66,12.61,0.87,16.08,54040.1
178,2025-03-08 16:47:22,28.05,38.67,1007.09,51.38,12.65,0.88,15.28,51332.4
179,2025-03-08 16:47:27,28.04,38.63,1007.07,51.55,12.63,0.88,14.7,49398.3
180,2025-03-08 16:47:32,28.06,39.15,1007.05,51.76,12.85,0.87,33.7,113222.0
181,2025-03-08 16:47:37,28.08,39.01,1007.1,51.34,12.81,0.88,16.83,56554.4
182,2025-03-08 16:47:42,28.08,39.42,1007.08,51.53,12.97,0.88,15.28,51332.4
183,2025-03-08 16:47:47,28.09,38.79,1007.09,51.4,12.73,0.88,16.17,54330.2
184,2025-03-08 16:47:53,28.1,38.83,1007.1,51.36,12.76,0.87,16.03,53846.7
185,2025-03-08 16:47:57,28.1,38.69,1007.09,51.31,12.7,0.88,15.65,52589.5
186,2025-03-08 16:48:03,28.08,38.51,1007.1,51.37,12.62,0.89,16.14,54233.5
187,2025-03-08 16:48:08,28.08,38.53,1007.09,51.38,12.62,0.87,14.27,47947.8
188,2025-03-08 16:48:13,28.06,38.5,1007.09,51.4,12.59,0.87,16.11,54136.8
189,2025-03-08 16:48:17,28.06,39.36,1007.06,51.69,12.93,0.87,15.85,53266.5
190,2025-03-08 16:48:23,28.04,38.72,1007.05,51.79,12.66,0.87,17.41,58488.4
191,2025-03-08 16:48:27,28.02,38.59,1007.04,51.81,12.59,0.87,17.44,58585.1
192,2025-03-08 16:48:32,28.02,38.84,1007.03,51.93,12.69,0.86,20.23,67965.4
193,2025-03-08 16:48:38,28.0,39.03,1007.08,51.51,12.75,0.86,16.08,54040.1
194,2025-03-08 16:48:43,28.01,38.78,1007.07,51.61,12.66,0.87,15.1,50752.2
195,2025-03-08 16:48:48,28.02,38.83,1007.11,51.24,12.69,0.87,17.81,59842.3
196,2025-03-08 16:48:53,28.03,39.31,1007.08,51.46,12.89,0.95,15.1,50752.2
197,2025-03-08 16:48:58,28.05,39.8,1007.05,51.75,13.09,0.95,15.91,53459.9
198,2025-03-08 16:49:03,28.08,39.74,1007.1,51.33,13.1,0.91,17.98,60422.5
199,2025-03-08 16:49:08,28.09,39.62,1007.1,51.33,13.06,0.9,16.43,55200.5
200,2025-03-08 16:49:13,28.09,39.52,1007.08,51.49,13.02,0.9,17.29,58101.6
201,2025-03-08 16:49:19,28.1,39.35,1007.1,51.31,12.96,0.9,16.03,53846.7
202,2025-03-08 16:49:23,28.12,40.27,1007.08,51.51,13.34,0.89,15.22,51139.0
203,2025-03-08 16:49:28,28.11,39.05,1007.11,51.27,12.85,0.89,13.72,46110.4
204,2025-03-08 16:49:33,28.12,38.81,1007.08,51.54,12.77,0.89,12.26,41178.6
205,2025-03-08 16:49:38,28.12,39.39,1007.07,51.54,13.0,0.89,19.82,66611.5
206,2025-03-08 16:49:44,28.11,39.28,1007.12,51.15,12.94,0.89,16.2,54426.9
207,2025-03-08 16:49:48,28.06,38.92,1007.09,51.41,12.76,0.89,17.35,58295.0
208,2025-03-08 16:49:54,28.04,38.84,1007.13,51.12,12.71,0.87,21.21,71253.3
209,2025-03-08 16:49:59,28.0,38.96,1007.13,51.09,12.72,0.88,18.04,60615.9
210,2025-03-08 16:50:04,27.97,39.64,1007.09,51.42,12.96,0.88,17.06,57328.0
211,2025-03-08 16:50:09,27.94,39.08,1007.1,51.32,12.71,0.88,14.99,50365.4
212,2025-03-08 16:50:14,27.96,39.06,1007.11,51.24,12.72,0.87,15.94,53556.6
213,2025-03-08 16:50:19,27.93,39.05,1007.11,51.26,12.7,0.88,16.75,56264.3
214,2025-03-08 16:50:24,27.87,38.94,1007.09,51.41,12.6,0.87,14.82,49785.1
215,2025-03-08 16:50:29,27.83,39.04,1007.07,51.6,12.6,0.88,14.59,49011.5
216,2025-03-08 16:50:34,27.78,39.21,1007.14,51.03,12.62,0.88,17.0,57134.6
217,2025-03-08 16:50:39,27.76,39.32,1007.11,51.27,12.65,0.88,16.37,55007.1
218,2025-03-08 16:50:45,27.72,39.3,1007.11,51.23,12.6,0.86,18.33,61582.9
219,2025-03-08 16:50:49,27.67,39.18,1007.1,51.36,12.52,0.87,14.99,50365.4
220,2025-03-08 16:50:54,27.65,39.34,1007.11,51.26,12.56,0.88,14.7,49398.3
221,2025-03-08 16:50:59,27.65,39.39,1007.11,51.24,12.58,0.88,15.45,51912.6
222,2025-03-08 16:51:04,27.66,39.64,1007.12,51.2,12.68,0.87,15.08,50655.5
223,2025-03-08 16:51:09,27.65,39.66,1007.1,51.33,12.68,0.87,17.0,57134.6
224,2025-03-08 16:51:14,27.63,40.0,1007.12,51.17,12.79,0.87,14.79,49688.4
225,2025-03-08 16:51:20,27.63,40.11,1007.14,50.99,12.84,0.86,14.13,47464.3
226,2025-03-08 16:51:24,27.64,39.97,1007.16,50.84,12.79,0.89,15.48,52009.3
227,2025-03-08 16:51:30,27.64,39.69,1007.14,51.02,12.68,0.87,15.68,52686.2
228,2025-03-08 16:51:35,27.66,39.91,1007.12,51.16,12.79,0.88,17.46,58681.9
229,2025-03-08 16:51:40,27.69,39.88,1007.11,51.24,12.8,0.87,16.14,54233.5
230,2025-03-08 16:51:45,27.72,39.99,1007.14,50.98,12.87,0.88,16.66,55974.2
231,2025-03-08 16:51:50,27.73,40.02,1007.13,51.06,12.89,0.87,12.92,43402.7
232,2025-03-08 16:51:55,27.77,40.05,1007.13,51.11,12.94,0.87,3.56,11974.2
233,2025-03-08 16:52:00,27.75,39.56,1007.17,50.73,12.73,0.87,16.49,55393.9
234,2025-03-08 16:52:05,27.7,39.43,1007.16,50.86,12.64,0.87,17.98,60422.5
235,2025-03-08 16:52:11,27.65,39.35,1007.12,51.19,12.56,0.87,26.04,87499.4
236,2025-03-08 16:52:15,27.64,39.36,1007.13,51.05,12.56,0.87,16.08,54040.1
237,2025-03-08 16:52:21,27.62,39.52,1007.07,51.58,12.6,0.87,18.04,60615.9
238,2025-03-08 16:52:25,27.63,39.51,1007.11,51.22,12.61,0.87,13.32,44756.6
239,2025-03-08 16:52:30,27.63,39.82,1007.13,51.06,12.73,0.87,16.86,56651.1
240,2025-03-08 16:52:35,27.64,40.15,1007.15,50.91,12.86,0.87,16.08,54040.1
241,2025-03-08 16:52:41,27.58,39.4,1007.17,50.78,12.52,0.88,15.97,53653.3
242,2025-03-08 16:52:46,27.58,39.95,1007.17,50.75,12.73,0.87,18.5,62163.2
243,2025-03-08 16:52:50,27.58,39.88,1007.16,50.86,12.71,0.87,18.93,63613.7
244,2025-03-08 16:52:56,27.61,40.04,1007.15,50.89,12.79,0.87,16.8,56457.7
245,2025-03-08 16:53:01,27.63,39.67,1007.15,50.93,12.67,0.85,17.55,58972.0
246,2025-03-08 16:53:06,27.64,39.57,1007.15,50.95,12.64,0.87,16.83,56554.4
247,2025-03-08 16:53:11,27.61,39.65,1007.16,50.86,12.64,0.87,17.29,58101.6
248,2025-03-08 16:53:16,27.64,39.48,1007.16,50.84,12.6,0.86,13.38,44950.0
249,2025-03-08 16:53:21,27.65,40.17,1007.14,50.83,12.88,0.87,16.66,55974.2
250,2025-03-08 16:53:26,27.66,40.13,1007.11,51.23,12.87,0.87,17.81,59842.3
251,2025-03-08 16:53:31,27.68,39.68,1007.17,50.71,12.72,0.85,16.28,54717.0
252,2025-03-08 16:53:36,27.7,39.67,1007.15,50.95,12.73,0.85,15.62,52492.8
253,2025-03-08 16:53:42,27.67,39.39,1007.17,50.76,12.6,0.86,17.41,58488.4
254,2025-03-08 16:53:46,27.67,39.29,1007.19,50.57,12.56,0.86,16.03,53846.7
255,2025-03-08 16:53:51,27.64,39.34,1007.16,50.85,12.55,0.86,18.59,62453.3
256,2025-03-08 16:53:56,27.58,39.28,1007.17,50.77,12.47,0.85,16.6,55780.8
257,2025-03-08 16:54:01,27.51,39.34,1007.18,50.68,12.43,0.85,14.73,49495.0
258,2025-03-08 16:54:06,27.48,39.6,1007.16,50.86,12.51,0.85,13.09,43982.9
259,2025-03-08 16:54:11,27.49,39.91,1007.16,50.81,12.63,0.84,18.33,61582.9
260,2025-03-08 16:54:17,27.5,40.01,1007.2,50.53,12.68,0.85,16.77,56361.0
261,2025-03-08 16:54:21,27.53,39.98,1007.16,50.83,12.7,0.86,16.77,56361.0
262,2025-03-08 16:54:29,27.57,40.15,1007.17,50.71,12.8,0.82,16.49,55393.9
263,2025-03-08 16:54:32,27.57,40.23,1007.17,50.78,12.83,0.81,15.54,52202.7
264,2025-03-08 16:54:37,27.6,40.15,1007.13,51.05,12.82,0.84,15.05,50558.8
265,2025-03-08 16:54:42,27.64,40.6,1007.16,50.79,13.03,0.84,15.54,52202.7
266,2025-03-08 16:54:47,27.6,39.8,1007.19,50.61,12.69,0.84,17.0,57134.6
267,2025-03-08 16:54:52,27.65,39.89,1007.18,50.7,12.77,0.84,16.03,53846.7
268,2025-03-08 16:54:57,27.64,40.56,1007.19,50.56,13.02,0.82,2.04,6848.88
269,2025-03-08 16:55:02,27.64,40.38,1007.17,50.75,12.95,0.83,16.43,55200.5
270,2025-03-08 16:55:07,27.61,40.25,1007.18,50.68,12.87,0.83,14.76,49591.7
271,2025-03-08 16:55:12,27.61,40.04,1007.18,50.62,12.79,0.84,14.76,49591.7
272,2025-03-08 16:55:17,27.64,39.99,1007.2,50.51,12.8,0.83,17.09,57424.7
273,2025-03-08 16:55:22,27.64,39.84,1007.2,50.53,12.74,0.83,15.25,51235.7
274,2025-03-08 16:55:27,27.59,39.86,1007.19,50.56,12.71,0.83,16.77,56361.0
275,2025-03-08 16:55:32,27.6,40.0,1007.18,50.69,12.77,0.83,16.14,54233.5
276,2025-03-08 16:55:38,27.61,40.35,1007.16,50.84,12.91,0.85,13.38,44950.0
277,2025-03-08 16:55:42,27.63,41.13,1007.16,50.81,13.22,0.84,16.46,55297.2
278,2025-03-08 16:55:48,27.66,40.43,1007.19,50.55,12.98,0.84,16.0,53750.0
279,2025-03-08 16:55:53,27.68,40.5,1007.19,50.59,13.03,0.84,14.99,50365.4
280,2025-03-08 16:55:58,27.7,40.21,1007.22,50.32,12.94,0.75,15.13,50848.9
281,2025-03-08 16:56:03,27.74,41.09,1007.17,50.74,13.3,0.78,15.85,53266.5
282,2025-03-08 16:56:08,27.77,40.51,1007.21,50.38,13.11,0.81,14.47,48624.7
283,2025-03-08 16:56:13,27.79,40.79,1007.19,50.59,13.24,0.81,16.89,56747.8
284,2025-03-08 16:56:18,27.8,40.3,1007.15,50.91,13.06,0.81,15.62,52492.8
